starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 17 18:22:03 2015	1447764723	0	67	67	67
Tue Nov 17 18:22:12 2015	1447764732	0	67	67	67
Tue Nov 17 18:22:02 2015	1447764722	0	68	68	65
Tue Nov 17 18:22:27 2015	1447764747	0	68	68	63
Tue Nov 17 18:22:12 2015	1447764732	0	68	68	68
Tue Nov 17 18:22:32 2015	1447764752	0	68	68	68
Tue Nov 17 18:22:15 2015	1447764735	0	68	68	68
Tue Nov 17 18:22:09 2015	1447764729	0	68	68	67
Tue Nov 17 18:22:19 2015	1447764739	0	68	68	62
Tue Nov 17 18:22:03 2015	1447764723	0	68	68	68
Tue Nov 17 18:22:22 2015	1447764742	0	68	68	68
Tue Nov 17 18:22:23 2015	1447764743	0	68	68	68
Tue Nov 17 18:22:17 2015	1447764737	0	68	68	63
Tue Nov 17 18:22:25 2015	1447764745	0	69	69	68
Tue Nov 17 18:22:23 2015	1447764743	0	69	69	64
Tue Nov 17 18:22:22 2015	1447764742	0	69	69	69
Tue Nov 17 18:22:31 2015	1447764751	0	69	69	66
Tue Nov 17 18:22:27 2015	1447764747	0	69	69	64
Tue Nov 17 18:22:15 2015	1447764735	0	69	69	69
Tue Nov 17 18:22:12 2015	1447764732	0	69	69	66
Tue Nov 17 18:22:17 2015	1447764737	0	69	69	63
Tue Nov 17 18:22:18 2015	1447764738	0	69	69	63
Tue Nov 17 18:22:21 2015	1447764741	0	69	69	68
Tue Nov 17 18:22:06 2015	1447764726	0	69	69	69
Tue Nov 17 18:22:07 2015	1447764727	0	69	69	64
Tue Nov 17 18:22:26 2015	1447764746	0	69	69	69
Tue Nov 17 18:22:29 2015	1447764749	0	70	70	70
Tue Nov 17 18:22:13 2015	1447764733	0	70	70	69
Tue Nov 17 18:22:25 2015	1447764745	0	70	70	69
Tue Nov 17 18:22:16 2015	1447764736	0	70	70	64
Tue Nov 17 18:22:30 2015	1447764750	0	70	70	70
Tue Nov 17 18:22:16 2015	1447764736	0	70	70	70
Tue Nov 17 18:22:21 2015	1447764741	0	70	70	70
Tue Nov 17 18:22:03 2015	1447764723	0	71	71	70
Tue Nov 17 18:22:21 2015	1447764741	0	71	71	71
Tue Nov 17 18:22:19 2015	1447764739	0	71	71	71
Tue Nov 17 18:22:24 2015	1447764744	0	71	71	71
Tue Nov 17 18:22:20 2015	1447764740	0	71	71	60
Tue Nov 17 18:22:04 2015	1447764724	0	71	71	71
Tue Nov 17 18:22:14 2015	1447764734	0	71	71	59
Tue Nov 17 18:22:27 2015	1447764747	0	71	71	71
Tue Nov 17 18:22:10 2015	1447764730	0	71	71	71
Tue Nov 17 18:22:20 2015	1447764740	0	72	72	71
Tue Nov 17 18:22:28 2015	1447764748	0	72	72	71
Tue Nov 17 18:22:07 2015	1447764727	0	72	72	69
Tue Nov 17 18:22:16 2015	1447764736	0	72	72	72
Tue Nov 17 18:22:18 2015	1447764738	0	72	72	72
Tue Nov 17 18:22:32 2015	1447764752	0	72	72	72
Tue Nov 17 18:22:05 2015	1447764725	0	72	72	72
Tue Nov 17 18:22:13 2015	1447764733	0	72	72	72
Tue Nov 17 18:22:26 2015	1447764746	0	72	72	72
Tue Nov 17 18:22:28 2015	1447764748	0	72	72	72
Tue Nov 17 18:22:18 2015	1447764738	0	72	72	72
Tue Nov 17 18:22:04 2015	1447764724	0	73	73	70
Tue Nov 17 18:22:06 2015	1447764726	0	73	73	72
Tue Nov 17 18:22:30 2015	1447764750	0	73	73	73
Tue Nov 17 18:22:08 2015	1447764728	0	73	73	73
Tue Nov 17 18:22:14 2015	1447764734	0	73	73	73
Tue Nov 17 18:22:18 2015	1447764738	0	73	73	72
Tue Nov 17 18:22:17 2015	1447764737	0	73	73	64
Tue Nov 17 18:22:31 2015	1447764751	0	73	73	63
Tue Nov 17 18:22:14 2015	1447764734	0	73	73	73
Tue Nov 17 18:22:32 2015	1447764752	0	73	73	63
Tue Nov 17 18:22:07 2015	1447764727	0	73	73	73
Tue Nov 17 18:22:08 2015	1447764728	0	73	73	73
Tue Nov 17 18:22:26 2015	1447764746	0	73	73	68
Tue Nov 17 18:22:29 2015	1447764749	0	74	74	74
Tue Nov 17 18:22:17 2015	1447764737	0	74	74	73
Tue Nov 17 18:22:23 2015	1447764743	0	74	74	74
Tue Nov 17 18:22:18 2015	1447764738	0	74	74	74
Tue Nov 17 18:22:04 2015	1447764724	0	74	74	73
Tue Nov 17 18:22:22 2015	1447764742	0	74	74	74
Tue Nov 17 18:22:20 2015	1447764740	0	74	74	74
Tue Nov 17 18:22:24 2015	1447764744	0	74	74	74
Tue Nov 17 18:22:09 2015	1447764729	0	74	74	74
Tue Nov 17 18:22:05 2015	1447764725	0	74	74	74
Tue Nov 17 18:22:29 2015	1447764749	0	74	74	74
Tue Nov 17 18:22:02 2015	1447764722	0	74	75	74
Tue Nov 17 18:22:04 2015	1447764724	0	75	75	75
Tue Nov 17 18:22:11 2015	1447764731	0	75	75	75
Tue Nov 17 18:22:29 2015	1447764749	0	75	75	75
Tue Nov 17 18:22:10 2015	1447764730	0	76	76	71
Tue Nov 17 18:22:17 2015	1447764737	0	76	76	76
Tue Nov 17 18:22:15 2015	1447764735	0	76	76	72
Tue Nov 17 18:22:15 2015	1447764735	0	76	76	73
Tue Nov 17 18:22:12 2015	1447764732	0	76	76	76
Tue Nov 17 18:22:32 2015	1447764752	0	77	77	77
Tue Nov 17 18:22:24 2015	1447764744	0	77	77	77
Tue Nov 17 18:22:12 2015	1447764732	0	78	78	77
Tue Nov 17 18:22:23 2015	1447764743	0	78	78	78
Tue Nov 17 18:22:31 2015	1447764751	0	79	79	76
Tue Nov 17 18:22:15 2015	1447764735	0	79	79	79
Tue Nov 17 18:22:11 2015	1447764731	0	81	81	78
Tue Nov 17 18:22:15 2015	1447764735	0	81	81	81
Tue Nov 17 18:22:27 2015	1447764747	0	84	84	84
Tue Nov 17 18:22:15 2015	1447764735	0	85	85	85
Tue Nov 17 18:22:15 2015	1447764735	0	85	85	85
Tue Nov 17 18:22:10 2015	1447764730	0	90	90	61
Tue Nov 17 18:22:15 2015	1447764735	0	91	91	90
Tue Nov 17 18:22:15 2015	1447764735	0	94	94	94
Tue Nov 17 18:22:15 2015	1447764735	0	94	94	94
Tue Nov 17 18:22:15 2015	1447764735	0	95	95	95
Tue Nov 17 18:22:02 2015	1447764722	0	106	106	106
